Freq.	V(n001)	V(n003)
1.18850222743705e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.77821993989245e-01dB,-1.65788256067909e+01°)
1.20226443461745e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.81925407119758e-01dB,-1.67682866772045e+01°)
1.21618600064640e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.86122601961678e-01dB,-1.69598545522258e+01°)
1.23026877081242e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.90415679586491e-01dB,-1.71535506414598e+01°)
1.24451461177142e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.94806786175156e-01dB,-1.73493965017432e+01°)
1.25892541179420e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.99298113895189e-01dB,-1.75474138355551e+01°)
1.27350308101670e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.03891901790570e-01dB,-1.77476244893093e+01°)
1.28824955169317e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.08590436684399e-01dB,-1.79500504515239e+01°)
1.30316677845234e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.13396054094022e-01dB,-1.81547138508582e+01°)
1.31825673855644e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.18311139159043e-01dB,-1.83616369540223e+01°)
1.33352143216336e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.23338127581551e-01dB,-1.85708421635434e+01°)
1.34896288259169e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.28479506579032e-01dB,-1.87823520153953e+01°)
1.36458313658896e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.33737815849403e-01dB,-1.89961891764772e+01°)
1.38038426460292e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.39115648548397e-01dB,-1.92123764419440e+01°)
1.39636836105598e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.44615652278821e-01dB,-1.94309367323771e+01°)
1.41253754462279e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.50240530091913e-01dB,-1.96518930907983e+01°)
1.42889395851114e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.55993041500085e-01dB,-1.98752686795106e+01°)
1.44543977074597e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.61876003501456e-01dB,-2.01010867767746e+01°)
1.46217717445676e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.67892291615375e-01dB,-2.03293707733016e+01°)
1.47910838816825e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.74044840929057e-01dB,-2.05601441685672e+01°)
1.49623565609448e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.80336647154884e-01dB,-2.07934305669368e+01°)
1.51356124843625e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.86770767698078e-01dB,-2.10292536735960e+01°)
1.53108746168207e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.93350322734415e-01dB,-2.12676372902821e+01°)
1.54881661891253e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.00078496297614e-01dB,-2.15086053108101e+01°)
1.56675107010819e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.06958537376053e-01dB,-2.17521817163879e+01°)
1.58489319246116e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.13993761018246e-01dB,-2.19983905707135e+01°)
1.60324539069009e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.21187549446769e-01dB,-2.22472560148487e+01°)
1.62181009735898e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.28543353180005e-01dB,-2.24988022618629e+01°)
1.64058977319959e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.36064692161306e-01dB,-2.27530535912416e+01°)
1.65958690743761e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.43755156894860e-01dB,-2.30100343430517e+01°)
1.67880401812261e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.51618409587776e-01dB,-2.32697689118585e+01°)
1.69824365246179e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.59658185297595e-01dB,-2.35322817403857e+01°)
1.71790838715764e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.67878293084754e-01dB,-2.37975973129166e+01°)
1.73780082874943e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.76282617168923e-01dB,-2.40657401484225e+01°)
1.75792361395875e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.84875118088833e-01dB,-2.43367347934187e+01°)
1.77827941003898e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.93659833864416e-01dB,-2.46106058145371e+01°)
1.79887091512884e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.02640881160594e-01dB,-2.48873777908094e+01°)
1.81970085861004e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.11822456451723e-01dB,-2.51670753056563e+01°)
1.84077200146901e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.21208837185623e-01dB,-2.54497229385712e+01°)
1.86208713666292e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.30804382946347e-01dB,-2.57353452564970e+01°)
1.88364908948986e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.40613536614371e-01dB,-2.60239668048844e+01°)
1.90546071796331e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.50640825523285e-01dB,-2.63156120984286e+01°)
1.92752491319099e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.60890862611566e-01dB,-2.66103056114747e+01°)
1.94984459975810e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.71368347568331e-01dB,-2.69080717680868e+01°)
1.97242273611491e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.82078067971591e-01dB,-2.72089349317723e+01°)
1.99526231496894e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.93024900417817e-01dB,-2.75129193948585e+01°)
2.01836636368162e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.04213811641086e-01dB,-2.78200493675089e+01°)
2.04173794466959e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.15649859620497e-01dB,-2.81303489663778e+01°)
2.06538015581059e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.27338194674167e-01dB,-2.84438422028953e+01°)
2.08929613085410e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.39284060538179e-01dB,-2.87605529711752e+01°)
2.11348903983671e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.51492795428648e-01dB,-2.90805050355405e+01°)
2.13796208950230e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.63969833085233e-01dB,-2.94037220176619e+01°)
2.16271852372709e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.76720703794075e-01dB,-2.97302273833005e+01°)
2.18776162394962e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.89751035388297e-01dB,-3.00600444286527e+01°)
2.21309470960571e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.03066554223896e-01dB,-3.03931962662882e+01°)
2.23872113856841e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.16673086129096e-01dB,-3.07297058106802e+01°)
2.26464430759313e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.30576557324736e-01dB,-3.10695957633196e+01°)
2.29086765276784e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.44782995313531e-01dB,-3.14128885974091e+01°)
2.31739464996855e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.59298529735923e-01dB,-3.17596065421369e+01°)
2.34422881532000e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.74129393189828e-01dB,-3.21097715665205e+01°)
2.37137370566173e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.89281922011993e-01dB,-3.24634053628214e+01°)
2.39883291901957e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.04762557018208e-01dB,-3.28205293295270e+01°)
2.42661009508249e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.20577844199696e-01dB,-3.31811645538957e+01°)
2.45470891568511e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.36734435372968e-01dB,-3.35453317940655e+01°)
2.48313310529565e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.53239088780140e-01dB,-3.39130514607233e+01°)
2.51188643150966e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.70098669636924e-01dB,-3.42843435983341e+01°)
2.54097270554939e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.87320150625079e-01dB,-3.46592278659310e+01°)
2.57039578276895e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.04910612326442e-01dB,-3.50377235174653e+01°)
2.60015956316536e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.22877243595058e-01dB,-3.54198493817181e+01°)
2.63026799189547e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.41227341864423e-01dB,-3.58056238417765e+01°)
2.66072505979890e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.59968313386272e-01dB,-3.61950648140753e+01°)
2.69153480392700e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.79107673397614e-01dB,-3.65881897270088e+01°)
2.72270130807800e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.98653046212474e-01dB,-3.69850154991167e+01°)
2.75422870333826e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.18612165234778e-01dB,-3.73855585168498e+01°)
2.78612116862986e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.38992872888766e-01dB,-3.77898346119213e+01°)
2.81838293126455e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.59803120463271e-01dB,-3.81978590382511e+01°)
2.85101826750400e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.81050967865979e-01dB,-3.86096464485110e+01°)
2.88403150312670e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.00274458328411e+00dB,-3.90252108702814e+01°)
2.91742701400126e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.02489224274746e+00dB,-3.94445656818285e+01°)
2.95120922666648e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.04750232959001e+00dB,-3.98677235875147e+01°)
2.98538261891806e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.07058333380611e+00dB,-4.02946965928544e+01°)
3.01995172040212e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.09414385129753e+00dB,-4.07254959792310e+01°)
3.05492111321561e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.11819258300694e+00dB,-4.11601322782884e+01°)
3.09029543251369e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.14273833393432e+00dB,-4.15986152460155e+01°)
3.12607936712406e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.16779001203204e+00dB,-4.20409538365419e+01°)
3.16227766016848e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.19335662697464e+00dB,-4.24871561756638e+01°)
3.19889510969150e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.21944728879946e+00dB,-4.29372295341224e+01°)
3.23593656929639e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.24607120641405e+00dB,-4.33911803006571e+01°)
3.27340694878849e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.27323768596653e+00dB,-4.38490139548576e+01°)
3.31131121482602e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.30095612907492e+00dB,-4.43107350398416e+01°)
3.34965439157839e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.32923603091189e+00dB,-4.47763471347858e+01°)
3.38844156139214e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.35808697814088e+00dB,-4.52458528273379e+01°)
3.42767786546462e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.38751864670016e+00dB,-4.57192536859440e+01°)
3.46736850452543e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.41754079943126e+00dB,-4.61965502321195e+01°)
3.50751873952580e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.44816328354823e+00dB,-4.66777419127026e+01°)
3.54813389233588e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.47939602794460e+00dB,-4.71628270721235e+01°)
3.58921934645017e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.51124904033469e+00dB,-4.76518029247281e+01°)
3.63078054770114e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.54373240422655e+00dB,-4.81446655271964e+01°)
3.67282300498097e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.57685627572341e+00dB,-4.86414097510967e+01°)
3.71535229097185e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.61063088015124e+00dB,-4.91420292556184e+01°)
3.75837404288457e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.64506650851004e+00dB,-4.96465164605291e+01°)
3.80189396320574e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.68017351374648e+00dB,-5.01548625194017e+01°)
3.84591782045367e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.71596230684629e+00dB,-5.06670572931606e+01°)
3.89045144994294e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.75244335274447e+00dB,-5.11830893239966e+01°)
3.93550075455791e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.78962716605221e+00dB,-5.17029458097014e+01°)
3.98107170553511e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.82752430659931e+00dB,-5.22266125784753e+01°)
4.02717034325473e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.86614537479152e+00dB,-5.27540740642631e+01°)
4.07380277804127e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.90550100678233e+00dB,-5.32853132826727e+01°)
4.12097519097345e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.94560186945929e+00dB,-5.38203118075338e+01°)
4.16869383470350e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.98645865524535e+00dB,-5.43590497481568e+01°)
4.21696503428597e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.02808207671577e+00dB,-5.49015057273486e+01°)
4.26579518801608e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.07048286103209e+00dB,-5.54476568602484e+01°)
4.31519076827780e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.11367174419464e+00dB,-5.59974787340417e+01°)
4.36515832240181e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.15765946511591e+00dB,-5.65509453886188e+01°)
4.41570447353328e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.20245675951719e+00dB,-5.71080292982359e+01°)
4.46683592150979e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.24807435365174e+00dB,-5.76687013542456e+01°)
4.51855944374938e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.29452295785799e+00dB,-5.82329308489570e+01°)
4.57088189614891e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.34181325994697e+00dB,-5.88006854606920e+01°)
4.62381021399277e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.38995591842855e+00dB,-5.93719312400985e+01°)
4.67735141287215e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.43896155558186e+00dB,-5.99466325977848e+01°)
4.73151258961497e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.48884075037535e+00dB,-6.05247522933384e+01°)
4.78630092322655e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.53960403124315e+00dB,-6.11062514257890e+01°)
4.84172367584117e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.59126186872438e+00dB,-6.16910894255797e+01°)
4.89778819368464e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.64382466797284e+00dB,-6.22792240481035e+01°)
4.95450190804808e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.69730276114538e+00dB,-6.28706113688649e+01°)
5.01187233627290e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.75170639967711e+00dB,-6.34652057803243e+01°)
5.06990708274723e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.80704574645304e+00dB,-6.40629599904777e+01°)
5.12861383991383e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.86333086788559e+00dB,-6.46638250232274e+01°)
5.18800038928980e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.92057172590828e+00dB,-6.52677502205930e+01°)
5.24807460249792e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.97877816989659e+00dB,-6.58746832468101e+01°)
5.30884444231008e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.03795992852708e+00dB,-6.64845700943630e+01°)
5.37031796370272e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.09812660158686e+00dB,-6.70973550919930e+01°)
5.43250331492453e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.15928765174565e+00dB,-6.77129809147203e+01°)
5.49540873857645e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.22145239630325e+00dB,-6.83313885959155e+01°)
5.55904257270424e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.28462999892577e+00dB,-6.89525175414515e+01°)
5.62341325190370e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.34882946138429e+00dB,-6.95763055459624e+01°)
5.68852930843862e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.41405961531001e+00dB,-7.02026888112334e+01°)
5.75439937337178e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.48032911398040e+00dB,-7.08316019667386e+01°)
5.82103217770893e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.54764642415106e+00dB,-7.14629780923413e+01°)
5.88843655355611e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.61601981794842e+00dB,-7.20967487431647e+01°)
5.95662143529032e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.68545736483851e+00dB,-7.27328439766370e+01°)
6.02559586074380e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.75596692368733e+00dB,-7.33711923817088e+01°)
6.09536897240192e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.82755613492848e+00dB,-7.40117211102361e+01°)
6.16595001861505e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.90023241285376e+00dB,-7.46543559105154e+01°)
6.23734835482442e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.97400293804264e+00dB,-7.52990211629534e+01°)
6.30957344480217e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.04887464994626e+00dB,-7.59456399178462e+01°)
6.38263486190573e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.12485423964194e+00dB,-7.65941339352400e+01°)
6.45654229034680e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.20194814277361e+00dB,-7.72444237268347e+01°)
6.53130552647497e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.28016253269382e+00dB,-7.78964285998921e+01°)
6.60693448007621e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.35950331382266e+00dB,-7.85500667030981e+01°)
6.68343917568640e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.43997611523832e+00dB,-7.92052550743288e+01°)
6.76082975392007e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.52158628451432e+00dB,-7.98619096902592e+01°)
6.83911647281455e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.60433888181746e+00dB,-8.05199455177513e+01°)
6.91830970918963e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.68823867428036e+00dB,-8.11792765669508e+01°)
6.99841996002300e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.77329013066208e+00dB,-8.18398159460178e+01°)
7.07945784384165e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.85949741630944e+00dB,-8.25014759174096e+01°)
7.16143410212929e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.94686438843132e+00dB,-8.31641679556320e+01°)
7.24435960075018e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.03539459169749e+00dB,-8.38278028063657e+01°)
7.32824533138932e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.12509125417275e+00dB,-8.44922905468762e+01°)
7.41310241300946e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.21595728359644e+00dB,-8.51575406476057e+01°)
7.49894209332484e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.30799526401677e+00dB,-8.58234620348443e+01°)
7.58577575029213e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.40120745278811e+00dB,-8.64899631543749e+01°)
7.67361489361848e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.49559577793918e+00dB,-8.71569520359798e+01°)
7.76247116628722e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.59116183591854e+00dB,-8.78243363586979e+01°)
7.85235634610102e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.68790688972326e+00dB,-8.84920235167153e+01°)
7.94328234724312e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.78583186741556e+00dB,-8.91599206857730e+01°)
8.03526122185648e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.88493736103104e+00dB,-8.98279348899707e+01°)
8.12830516164131e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.98522362588164e+00dB,-9.04959730688469e+01°)
8.22242649947103e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.08669058025477e+00dB,-9.11639421446131e+01°)
8.31763771102703e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.18933780550959e+00dB,-9.18317490894190e+01°)
8.41395141645228e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.29316454657021e+00dB,-9.24993009925273e+01°)
8.51138038202410e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.39816971281435e+00dB,-9.31665051272750e+01°)
8.60993752184634e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.50435187935538e+00dB,-9.38332690177003e+01°)
8.70963589956115e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.61170928871439e+00dB,-9.44995005047143e+01°)
8.81048873008049e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.72023985287789e+00dB,-9.51651078116989e+01°)
8.91250938133780e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.82994115573614e+00dB,-9.58299996094147e+01°)
9.01571137605992e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.94081045589559e+00dB,-9.64940850801034e+01°)
9.12010839355946e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.05284468985863e+00dB,-9.71572739806744e+01°)
9.22571427154799e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.16604047556239e+00dB,-9.78194767048658e+01°)
9.33254300797028e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.28039411626792e+00dB,-9.84806043442753e+01°)
9.44060876285961e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.39590160478991e+00dB,-9.91405687481606e+01°)
9.54992586021474e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.51255862805664e+00dB,-9.97992825819104e+01°)
9.66050878989852e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.63036057198890e+00dB,-1.00456659384094e+02°)
9.77237220955849e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.74930252668601e+00dB,-1.01112613622004e+02°)
9.88553094656978e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.86937929190658e+00dB,-1.01767060745602e+02°)
1.00000000000004e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.99058538283074e+00dB,-1.02419917239796e+02°)
1.01157945425994e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.11291503609036e+00dB,-1.03071100674976e+02°)
1.02329299228080e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.23636221605333e+00dB,-1.03720529755738e+02°)
1.03514216667939e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.36092062134705e+00dB,-1.04368124367729e+02°)
1.04712854805094e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.48658369160665e+00dB,-1.05013805622572e+02°)
1.05925372517733e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.61334461443260e+00dB,-1.05657495900808e+02°)
1.07151930523765e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.74119633254241e+00dB,-1.06299118892812e+02°)
1.08392691402125e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.87013155110073e+00dB,-1.06938599637649e+02°)
1.09647819614323e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.00014274521226e+00dB,-1.07575864559835e+02°)
1.10917481526245e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.13122216756160e+00dB,-1.08210841503972e+02°)
1.12201845430201e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.26336185618423e+00dB,-1.08843459767245e+02°)
1.13501081567236e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.39655364235284e+00dB,-1.09473650129753e+02°)
1.14815362149693e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.53078915856337e+00dB,-1.10101344882673e+02°)
1.16144861384039e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.66605984660499e+00dB,-1.10726477854257e+02°)
1.17489755493958e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.80235696569881e+00dB,-1.11348984433641e+02°)
1.18850222743707e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.93967160069007e+00dB,-1.11968801592502e+02°)
1.20226443461746e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.00779946702788e+01dB,-1.12585867904548e+02°)
1.21618600064642e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.02173169352747e+01dB,-1.13200123562876e+02°)
1.23026877081243e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.03576290068607e+01dB,-1.13811510395202e+02°)
1.24451461177144e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.04989213548539e+01dB,-1.14419971877005e+02°)
1.25892541179422e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.06411843159473e+01dB,-1.15025453142596e+02°)
1.27350308101671e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.07844081019209e+01dB,-1.15627900994164e+02°)
1.28824955169319e+05	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.09285828078103e+01dB,-1.16227263908814e+02°)
