Freq.	V(n001)	V(n003)
1.08392691402122e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.49255641313428e-03dB,-1.52175232819926e+00°)
1.09647819614320e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.52731979176936e-03dB,-1.53937144401925e+00°)
1.10917481526242e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.56289278503369e-03dB,-1.55719451121745e+00°)
1.12201845430198e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.59929424521782e-03dB,-1.57522388903738e+00°)
1.13501081567233e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.63654346346947e-03dB,-1.59346196395995e+00°)
1.14815362149690e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.67466017995543e-03dB,-1.61191115000554e+00°)
1.16144861384036e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.71366459437407e-03dB,-1.63057388906709e+00°)
1.17489755493955e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.75357737656851e-03dB,-1.64945265120922e+00°)
1.18850222743704e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.79441967752913e-03dB,-1.66854993500786e+00°)
1.20226443461743e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.83621314055571e-03dB,-1.68786826787170e+00°)
1.21618600064639e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.87897991269326e-03dB,-1.70741020636767e+00°)
1.23026877081240e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.92274265648013e-03dB,-1.72717833656140e+00°)
1.24451461177140e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.96752456189759e-03dB,-1.74717527434901e+00°)
1.25892541179419e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.01334935870025e-03dB,-1.76740366581024e+00°)
1.27350308101668e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.06024132887974e-03dB,-1.78786618753530e+00°)
1.28824955169315e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.10822531959051e-03dB,-1.80856554699286e+00°)
1.30316677845232e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.15732675625224e-03dB,-1.82950448287489e+00°)
1.31825673855643e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.20757165597302e-03dB,-1.85068576544368e+00°)
1.33352143216334e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.25898664134315e-03dB,-1.87211219691118e+00°)
1.34896288259167e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.31159895454695e-03dB,-1.89378661180064e+00°)
1.36458313658895e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.36543647164976e-03dB,-1.91571187729682e+00°)
1.38038426460291e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.42052771748666e-03dB,-1.93789089364747e+00°)
1.39636836105596e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.47690188061289e-03dB,-1.96032659451761e+00°)
1.41253754462278e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.53458882879641e-03dB,-1.98302194737990e+00°)
1.42889395851112e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.59361912483091e-03dB,-2.00597995390773e+00°)
1.44543977074595e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.65402404262803e-03dB,-2.02920365035036e+00°)
1.46217717445674e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.71583558378648e-03dB,-2.05269610793923e+00°)
1.47910838816823e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.77908649448321e-03dB,-2.07646043327785e+00°)
1.49623565609446e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.84381028283020e-03dB,-2.10049976875798e+00°)
1.51356124843623e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.91004123648710e-03dB,-2.12481729294655e+00°)
1.53108746168205e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.97781444087682e-03dB,-2.14941622102112e+00°)
1.54881661891251e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.04716579766317e-03dB,-2.17429980516951e+00°)
1.56675107010817e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.11813204372092e-03dB,-2.19947133501479e+00°)
1.58489319246114e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.19075077054862e-03dB,-2.22493413804259e+00°)
1.60324539069007e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.26506044417156e-03dB,-2.25069158003850e+00°)
1.62181009735896e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.34110042535370e-03dB,-2.27674706550536e+00°)
1.64058977319957e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.41891099048747e-03dB,-2.30310403812072e+00°)
1.65958690743759e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.49853335281323e-03dB,-2.32976598117419e+00°)
1.67880401812259e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.58000968418115e-03dB,-2.35673641801604e+00°)
1.69824365246177e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.66338313731312e-03dB,-2.38401891250947e+00°)
1.71790838715762e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.74869786860178e-03dB,-2.41161706949801e+00°)
1.73780082874940e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.83599906141314e-03dB,-2.43953453526356e+00°)
1.75792361395872e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.92533294991346e-03dB,-2.46777499799401e+00°)
1.77827941003895e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.01674684349584e-03dB,-2.49634218826354e+00°)
1.79887091512882e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.11028915172313e-03dB,-2.52523987950559e+00°)
1.81970085861001e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.20600940989635e-03dB,-2.55447188850628e+00°)
1.84077200146899e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.30395830515366e-03dB,-2.58404207588247e+00°)
1.86208713666290e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.40418770321787e-03dB,-2.61395434658398e+00°)
1.88364908948983e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.50675067578532e-03dB,-2.64421265039694e+00°)
1.90546071796328e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.61170152845611e-03dB,-2.67482098243855e+00°)
1.92752491319097e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.71909582941364e-03dB,-2.70578338367895e+00°)
1.94984459975808e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.82899043872860e-03dB,-2.73710394145512e+00°)
1.97242273611489e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.94144353828873e-03dB,-2.76878678998701e+00°)
1.99526231496891e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.05651466248139e-03dB,-2.80083611090775e+00°)
2.01836636368160e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.17426472961985e-03dB,-2.83325613380450e+00°)
2.04173794466956e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.29475607396524e-03dB,-2.86605113674305e+00°)
2.06538015581057e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.41805247863817e-03dB,-2.89922544682660e+00°)
2.08929613085408e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.54421920915330e-03dB,-2.93278344073080e+00°)
2.11348903983668e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.67332304787007e-03dB,-2.96672954527364e+00°)
2.13796208950227e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.80543232908500e-03dB,-3.00106823796598e+00°)
2.16271852372706e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.94061697506387e-03dB,-3.03580404758468e+00°)
2.18776162394959e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.07894853287429e-03dB,-3.07094155474840e+00°)
2.21309470960568e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.22050021195026e-03dB,-3.10648539248472e+00°)
2.23872113856838e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.36534692273391e-03dB,-3.14244024683045e+00°)
2.26464430759310e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.51356531602571e-03dB,-3.17881085741268e+00°)
2.29086765276781e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.66523382330575e-03dB,-3.21560201804607e+00°)
2.31739464996852e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.82043269804425e-03dB,-3.25281857734373e+00°)
2.34422881531996e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.97924405786444e-03dB,-3.29046543931857e+00°)
2.37137370566170e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.14175192772479e-03dB,-3.32854756400351e+00°)
2.39883291901953e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.30804228408510e-03dB,-3.36706996806807e+00°)
2.42661009508246e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.47820310012510e-03dB,-3.40603772545331e+00°)
2.45470891568508e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.65232439196673e-03dB,-3.44545596800360e+00°)
2.48313310529562e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.83049826591658e-03dB,-3.48532988610123e+00°)
2.51188643150963e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.01281896694056e-03dB,-3.52566472932588e+00°)
2.54097270554935e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.19938292805723e-03dB,-3.56646580709430e+00°)
2.57039578276891e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.39028882102116e-03dB,-3.60773848932870e+00°)
2.60015956316532e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.58563760813850e-03dB,-3.64948820712220e+00°)
2.63026799189543e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.78553259520479e-03dB,-3.69172045341118e+00°)
2.66072505979886e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.99007948572886e-03dB,-3.73444078365282e+00°)
2.69153480392697e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.19938643636928e-03dB,-3.77765481651124e+00°)
2.72270130807796e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.41356411367023e-03dB,-3.82136823455434e+00°)
2.75422870333822e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.63272575205998e-03dB,-3.86558678494826e+00°)
2.78612116862982e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.85698721321057e-03dB,-3.91031628016497e+00°)
2.81838293126451e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.00864670467629e-02dB,-3.95556259869733e+00°)
2.85101826750396e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.03212865523824e-02dB,-4.00133168577336e+00°)
2.88403150312666e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.05615698433498e-02dB,-4.04762955408803e+00°)
2.91742701400122e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.08074439114875e-02dB,-4.09446228453275e+00°)
2.95120922666644e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.10590386936386e-02dB,-4.14183602693444e+00°)
2.98538261891802e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.13164871396752e-02dB,-4.18975700080626e+00°)
3.01995172040208e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.15799252820124e-02dB,-4.23823149609670e+00°)
3.05492111321557e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.18494923067709e-02dB,-4.28726587395278e+00°)
3.09029543251365e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.21253306265091e-02dB,-4.33686656748536e+00°)
3.12607936712402e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.24075859546310e-02dB,-4.38704008254181e+00°)
3.16227766016844e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.26964073815607e-02dB,-4.43779299849254e+00°)
3.19889510969146e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.29919474525409e-02dB,-4.48913196901351e+00°)
3.23593656929635e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.32943622472768e-02dB,-4.54106372288093e+00°)
3.27340694878845e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.36038114614202e-02dB,-4.59359506477828e+00°)
3.31131121482598e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.39204584898016e-02dB,-4.64673287609740e+00°)
3.34965439157834e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.42444705117057e-02dB,-4.70048411575986e+00°)
3.38844156139209e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.45760185779450e-02dB,-4.75485582103649e+00°)
3.42767786546457e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.49152777000274e-02dB,-4.80985510837801e+00°)
3.46736850452539e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.52624269412697e-02dB,-4.86548917424930e+00°)
3.50751873952575e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.56176495100522e-02dB,-4.92176529597548e+00°)
3.54813389233583e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.59811328550999e-02dB,-4.97869083258830e+00°)
3.58921934645013e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.63530687630246e-02dB,-5.03627322568462e+00°)
3.63078054770109e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.67336534580241e-02dB,-5.09452000029042e+00°)
3.67282300498092e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.71230877038568e-02dB,-5.15343876573144e+00°)
3.71535229097180e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.75215769080804e-02dB,-5.21303721650593e+00°)
3.75837404288452e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.79293312287448e-02dB,-5.27332313317463e+00°)
3.80189396320569e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.83465656834262e-02dB,-5.33430438324767e+00°)
3.84591782045362e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.87735002607147e-02dB,-5.39598892208034e+00°)
3.89045144994289e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.92103600343160e-02dB,-5.45838479378202e+00°)
3.93550075455786e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.96573752795836e-02dB,-5.52150013211970e+00°)
3.98107170553506e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.01147815927977e-02dB,-5.58534316143780e+00°)
4.02717034325468e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.05828200131100e-02dB,-5.64992219758283e+00°)
4.07380277804121e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.10617371471894e-02dB,-5.71524564882938e+00°)
4.12097519097339e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.15517852967074e-02dB,-5.78132201681779e+00°)
4.16869383470344e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.20532225886818e-02dB,-5.84815989749422e+00°)
4.21696503428591e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.25663131087502e-02dB,-5.91576798205971e+00°)
4.26579518801602e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.30913270374329e-02dB,-5.98415505792322e+00°)
4.31519076827775e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.36285407894571e-02dB,-6.05333000966080e+00°)
4.36515832240175e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.41782371561982e-02dB,-6.12330181998338e+00°)
4.41570447353322e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.47407054513072e-02dB,-6.19407957070491e+00°)
4.46683592150973e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.53162416595645e-02dB,-6.26567244371787e+00°)
4.51855944374932e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.59051485891454e-02dB,-6.33808972197951e+00°)
4.57088189614885e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.65077360271796e-02dB,-6.41134079049531e+00°)
4.62381021399271e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.71243208988774e-02dB,-6.48543513731288e+00°)
4.67735141287209e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.77552274300790e-02dB,-6.56038235451800e+00°)
4.73151258961491e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.84007873135623e-02dB,-6.63619213923772e+00°)
4.78630092322649e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.90613398789262e-02dB,-6.71287429464612e+00°)
4.84172367584110e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-2.97372322662779e-02dB,-6.79043873097298e+00°)
4.89778819368457e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.04288196038700e-02dB,-6.86889546652596e+00°)
4.95450190804801e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.11364651894655e-02dB,-6.94825462870058e+00°)
5.01187233627284e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.18605406759162e-02dB,-7.02852645500887e+00°)
5.06990708274716e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.26014262607455e-02dB,-7.10972129410580e+00°)
5.12861383991376e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.33595108798783e-02dB,-7.19184960681606e+00°)
5.18800038928973e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.41351924057239e-02dB,-7.27492196716833e+00°)
5.24807460249785e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.49288778495649e-02dB,-7.35894906343235e+00°)
5.30884444231001e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.57409835683912e-02dB,-7.44394169915431e+00°)
5.37031796370265e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.65719354762919e-02dB,-7.52991079419933e+00°)
5.43250331492446e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.74221692604801e-02dB,-7.61686738579361e+00°)
5.49540873857637e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.82921306019721e-02dB,-7.70482262956594e+00°)
5.55904257270416e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-3.91822754012110e-02dB,-7.79378780059583e+00°)
5.62341325190362e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.00930700085112e-02dB,-7.88377429445936e+00°)
5.68852930843855e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.10249914595121e-02dB,-7.97479362827204e+00°)
5.75439937337170e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.19785277158256e-02dB,-8.06685744174004e+00°)
5.82103217770885e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.29541779108460e-02dB,-8.15997749820459e+00°)
5.88843655355603e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.39524526008703e-02dB,-8.25416568568713e+00°)
5.95662143529025e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.49738740216915e-02dB,-8.34943401793528e+00°)
6.02559586074372e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.60189763507081e-02dB,-8.44579463546638e+00°)
6.09536897240184e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.70883059746685e-02dB,-8.54325980660744e+00°)
6.16595001861497e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.81824217631354e-02dB,-8.64184192853338e+00°)
6.23734835482434e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-4.93018953479143e-02dB,-8.74155352830428e+00°)
6.30957344480208e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.04473114083303e-02dB,-8.84240726389560e+00°)
6.38263486190564e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.16192679627299e-02dB,-8.94441592522772e+00°)
6.45654229034671e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.28183766660599e-02dB,-9.04759243518686e+00°)
6.53130552647488e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.40452631138988e-02dB,-9.15194985064483e+00°)
6.60693448007612e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.53005671528261e-02dB,-9.25750136346972e+00°)
6.68343917568631e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.65849431974433e-02dB,-9.36426030153110e+00°)
6.76082975391998e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.78990605540211e-02dB,-9.47224012969752e+00°)
6.83911647281446e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-5.92436037509936e-02dB,-9.58145445082650e+00°)
6.91830970918953e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.06192728764206e-02dB,-9.69191700674601e+00°)
6.99841996002291e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.20267839224424e-02dB,-9.80364167922541e+00°)
7.07945784384155e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.34668691369822e-02dB,-9.91664249093600e+00°)
7.16143410212920e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.49402773827654e-02dB,-1.00309336064017e+01°)
7.24435960075008e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.64477745037572e-02dB,-1.01465293329355e+01°)
7.32824533138922e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.79901436992760e-02dB,-1.02634441215663e+01°)
7.41310241300936e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-6.95681859057088e-02dB,-1.03816925679487e+01°)
7.49894209332474e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.11827201861858e-02dB,-1.05012894132594e+01°)
7.58577575029203e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.28345841281423e-02dB,-1.06222495450760e+01°)
7.67361489361838e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.45246342491349e-02dB,-1.07445879982437e+01°)
7.76247116628711e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.62537464107895e-02dB,-1.08683199557170e+01°)
7.85235634610092e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.80228162412652e-02dB,-1.09934607493894e+01°)
7.94328234724302e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-7.98327595661661e-02dB,-1.11200258608969e+01°)
8.03526122185638e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.16845128482123e-02dB,-1.12480309224048e+01°)
8.12830516164120e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.35790336356724e-02dB,-1.13774917173679e+01°)
8.22242649947092e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.55173010198101e-02dB,-1.15084241812701e+01°)
8.31763771102692e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.75003161013687e-02dB,-1.16408444023354e+01°)
8.41395141645217e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-8.95291024664303e-02dB,-1.17747686222175e+01°)
8.51138038202398e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.16047066714618e-02dB,-1.19102132366524e+01°)
8.60993752184623e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.37281987381315e-02dB,-1.20471947960925e+01°)
8.70963589956103e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.59006726575880e-02dB,-1.21857300063002e+01°)
8.81048873008037e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-9.81232469047079e-02dB,-1.23258357289151e+01°)
8.91250938133769e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.00397064962152e-01dB,-1.24675289819807e+01°)
9.01571137605980e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.02723295854715e-01dB,-1.26108269404438e+01°)
9.12010839355933e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.05103134693687e-01dB,-1.27557469366068e+01°)
9.22571427154787e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.07537803231814e-01dB,-1.29023064605479e+01°)
9.33254300797015e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.10028550428564e-01dB,-1.30505231604943e+01°)
9.44060876285948e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.12576653026228e-01dB,-1.32004148431567e+01°)
9.54992586021461e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.15183416136669e-01dB,-1.33519994740152e+01°)
9.66050878989839e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.17850173839085e-01dB,-1.35052951775589e+01°)
9.77237220955837e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.20578289788779e-01dB,-1.36603202374772e+01°)
9.88553094656965e+03	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.23369157837105e-01dB,-1.38170930967964e+01°)
1.00000000000003e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.26224202662782e-01dB,-1.39756323579673e+01°)
1.01157945425993e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.29144880414574e-01dB,-1.41359567828913e+01°)
1.02329299228078e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.32132679365506e-01dB,-1.42980852928897e+01°)
1.03514216667937e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.35189120578889e-01dB,-1.44620369686151e+01°)
1.04712854805093e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.38315758585972e-01dB,-1.46278310498941e+01°)
1.05925372517732e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.41514182075577e-01dB,-1.47954869355071e+01°)
1.07151930523764e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.44786014595687e-01dB,-1.49650241828973e+01°)
1.08392691402123e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.48132915267188e-01dB,-1.51364625078094e+01°)
1.09647819614321e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.51556579509800e-01dB,-1.53098217838531e+01°)
1.10917481526243e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.55058739780201e-01dB,-1.54851220419880e+01°)
1.12201845430199e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.58641166322677e-01dB,-1.56623834699299e+01°)
1.13501081567235e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.62305667932103e-01dB,-1.58416264114725e+01°)
1.14815362149691e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.66054092729451e-01dB,-1.60228713657202e+01°)
1.16144861384037e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.69888328949906e-01dB,-1.62061389862336e+01°)
1.17489755493956e+04	(0.00000000000000e+00dB,0.00000000000000e+00°)	(-1.73810305743651e-01dB,-1.63914500800811e+01°)
